c1,c2,c3,c4,c5,c6,c7,c8
-0.3,0.1,0.7,53.9,4,,3.3,Poor
1,6,8.2,1.9,1.1,1.3,7.9,Good
0.3,1,0.2,4.7,1.5,1.1,0.4,Fair
-0.2,7.1,2.8,1.6,0.3,1.2,15.2,Fair
-1,18.5,3.6,1.1,0.7,1.2,-9.8,Fair
-0.4,-8.7,1.2,0.4,,0.4,-7,Poor
0.7,0.4,1.3,3.5,,0.3,-2,Fair
2.3,2.3,2.5,0.3,1.1,0.1,-6.7,Fair
0.9,1.1,2.9,4.7,2.7,2.4,-9.5,Poor
1.3,3.8,2.9,0.2,0.3,1.4,-4.6,Good
0.2,0.7,1.3,0.4,0.3,1.2,-14.8,Good
-0.5,6.2,0.5,1.5,0.3,0.1,-2.4,Very Good
1.3,-3.6,1.4,5,0.9,0.1,1.3,Good
-0.7,-3.4,0.2,1.4,0.3,1.8,12,Very Good
1.1,-14.3,0.6,0.4,0.4,1.5,-6.9,Good
1,-2.7,1.4,0.9,2.9,0.4,-5.9,Excellent
0.4,-2.8,2.6,0.6,0.1,0.5,2.2,Fair
0.3,-0.6,1.8,0,1.6,0.3,11,Excellent
-0.4,-1.3,2.1,2.2,0.6,0.3,1.6,Poor
-0.8,-2.4,2.4,13.8,1,0.8,3.9,Excellent
-0.1,4.9,1,18.9,,0,-3.8,Fair
-0.2,-0.9,1.5,0,0.3,1.8,5.8,Fair
0,3.8,6.3,0,1.2,0,5.4,Very Good
1.6,7.7,0.4,0.4,2.7,0,-1.1,Good
1.9,-1.7,0.5,0.2,1.7,1.6,8.4,Fair
0.1,11.8,0.1,25.8,0.1,0.5,-15.3,Poor
-1,,2.5,9.7,0.7,0.9,8.8,Good
0.4,-6,3.1,0.3,0.1,,2.1,Fair
0.4,,0.8,7,1,0,6.6,Fair
0.3,10.3,1.1,13.7,0.4,2,-6.6,Very Good
0.3,5.3,0.6,2.7,0.5,1.7,9.2,Fair
-0.6,-2,1.6,0.1,0.1,0.6,-9.3,Fair
1.1,,1,13.7,0.3,0.2,16.5,Good
-0.9,-3.4,0.5,0.6,2.3,1.8,13.4,Good
0,,1,9,2.1,2.4,-15.7,Excellent
1.1,-1.3,0.4,0.9,2.8,,-0.1,Poor
0.1,0.4,1.5,0.4,1.3,0.4,2,Fair
0.3,-10.6,0.2,1.8,0.5,0.9,7.6,Excellent
-0.5,-2,0.2,0.1,0.6,3,12,Excellent
0.3,-8.7,0.4,0.1,3.2,0.9,-14.1,Excellent
0.4,4.1,0.3,0,0.3,0.1,21.9,Poor
-1,3.3,0.8,73.7,0.9,0.5,11.1,Excellent
-0.2,0.2,1.8,1.8,2,1.2,-22.1,Fair
-0.8,-2.1,1.1,2.8,0.1,1.6,-7.5,Excellent
-1,5,6.9,2,1.4,0.6,15.5,Excellent
0.1,0.9,0.2,0.2,0.9,3.1,9.1,Good
0.6,,2.5,2.6,1,,4.7,Poor
-0.2,,1.7,31.3,0.1,0.9,-1.3,Fair
-0.4,,1.3,0.1,1.6,0.5,-9.6,Very Good
0.2,2.7,1.8,0.4,0.1,0.3,-3.8,Excellent
1.5,-5.1,0.3,1.5,0.1,0.8,23.8,Good
1.5,7,0.4,0.3,1.8,0.8,13.7,Poor
0.2,,1,0.5,0.2,1.2,16.4,Fair
,8.2,1,0,2,0.3,1.5,Very Good
-1.4,-2.1,0.1,1.6,3,,-15.4,Very Good
-2.1,-7.6,0.3,4.5,0,2.3,-23,Good
0.9,-11.5,2.5,2,2.4,0.6,22.3,Poor
-1.2,-4.8,5.9,0.5,1.8,0.9,16.3,Poor
-0.4,-5.1,1.6,0.6,1.3,0.1,21.2,Very Good
0.2,-4.4,1.3,0.1,0.1,1.7,-2.8,Good
-0.1,7.8,0.9,2.3,2,1.3,-17.1,Fair
0.4,,0.5,12.3,0.3,0.1,-2.2,Very Good
-0.7,0.4,1.1,1.9,0.5,0.3,-18.5,Fair
1.5,-1.5,2.4,0.2,0.8,0.3,-0.7,Good
0.5,-4.8,1.4,0,0.5,0.5,15.2,Poor
0.9,-0.9,0.3,2.2,0,0.4,-8.3,Good
-0.2,-0.8,1.6,0.2,,0.2,-13.5,Good
-0.9,1.7,0.8,1.4,2.9,,2.9,Excellent
-0.1,-2,0.6,1.8,0.2,1,-9,Fair
-1,9.8,1.8,0,0.7,0.9,-8.5,Good
-0.3,-1.6,0.2,1.3,0.3,0.6,25.2,Very Good
0.1,5.8,0.3,0.6,6,0,-2.2,Good
-0.5,,0.6,1.1,1.7,2.5,6.3,Very Good
-0.6,2.8,0.7,1.2,0.5,2.4,-0.9,Fair
0.4,-3.9,0.2,4.3,1.7,0.3,-6.2,Good
-0.1,-4.9,0.5,0.5,1.8,1.9,8.9,Fair
-0.7,-5.9,2,2,0.2,0.2,5.6,Excellent
1,0.1,0.6,0.2,0.9,0.1,6.7,Fair
-0.2,-3.1,0.6,6.8,2.1,2.2,-0.7,Very Good
-0.6,5,0.1,0.2,1.2,0.9,-17.8,Very Good
1.5,9,6.1,1.7,0.1,0,2.4,Fair
-0.4,3.5,2.2,9.8,1.5,1.7,4.9,Poor
1.4,1.3,6.6,0.6,1,1.8,22.4,Excellent
0.4,-4,1.1,24.7,2.3,0,12.2,Very Good
1.1,-17.5,0.2,11.2,1.1,0.4,0,Very Good
-0.6,,1,0.2,0.1,1.5,-6.6,Fair
-0.3,3.1,0.4,1.2,0.9,0.6,6,Excellent
-2.1,-1.5,0.5,40.1,0.5,,-9.6,Fair
0.2,-8.7,0.4,2.2,0.9,0.9,1.8,Fair
-1.4,6.8,0.4,15,0.1,0.2,-19.3,Excellent
-0.7,4.1,1.2,0.4,1.5,1.6,8.6,Excellent
-0.3,5.2,1.7,3.2,0.8,0.1,5,Good
0.9,0.6,1,0.6,0.5,0.7,10.5,Very Good
1,-1.2,0.3,5.7,0.9,0.3,-17.9,Good
-0.9,7.6,1.1,0.1,0.2,,-0.2,Excellent
0.6,4.5,1.1,1.8,1.6,2,-0.8,Fair
-0.9,9,1,1.2,0.3,0.2,-1.2,Good
-0.6,-0.4,0.8,0.9,0.3,1.3,-9.6,Good
0.9,-4.5,1.2,0.6,0.2,0.3,6.4,Very Good
-1,-0.5,0.7,64.9,0.4,2.4,1.3,Good
-0.8,,1.1,0.8,0.2,0.6,13.7,Good
0.1,-0.1,0.4,6.9,0.1,0.1,10.5,Excellent
-0.1,7,1.6,0.8,1.6,0.1,-8.1,Good
0,-0.3,0.3,20.1,1.6,1.1,-18.7,Poor
-1.2,-3.4,0.3,0.7,0.8,1.3,2.6,Good
-1.2,-2.5,2.3,4.1,0.4,1.6,9.2,Excellent
0.1,-1,4.7,1.2,1,1.6,2.6,Good
2.1,-1.5,4.2,2.6,0.4,0.1,-1.3,Excellent
0.6,-3.3,0.2,0.3,1.7,1.5,6.4,Fair
0.3,3.5,0.7,1.2,0.6,0,-9.9,Excellent
0.1,-5.1,1.5,37.5,0.4,0.2,-1.7,Fair
-0.5,,0.7,0.1,,0.4,4.9,Very Good
-1.6,-2.2,2.3,0.1,0.8,5.3,-7.3,Very Good
-0.4,,1.4,1.3,,1.1,10.2,Very Good
-0.1,-1.6,0.5,0.5,0.8,0.5,-1.9,Very Good
1.4,0.7,14.6,1,0.2,0.4,-10,Fair
-0.5,8.6,0.2,0.8,0.4,1.2,1.8,Excellent
0.6,-3.6,0.6,0.5,0,0,-9.3,Very Good
-0.4,-3.2,0.4,1,,,6.9,Fair
-0.3,6.7,5.1,2.5,1,1.4,8,Very Good
0,3.6,0.8,5,0.9,1,-3.1,Good
0.5,-1.9,0.3,0,1.7,2.3,15.9,Good
2.2,4.4,6.2,0.1,0.6,1.1,9,Fair
0.2,-6.2,0.2,0.3,0.4,0.1,3,Very Good
-2.3,-8.8,3.3,0.3,0.6,0.2,-10.9,Fair
-0.1,4.7,0.1,1.5,0.5,2,16.9,Fair
-0.3,-4.6,0.2,3.7,1.7,0.8,-7.7,Good
-0.4,6.7,2.7,1.6,2.1,0.3,2.6,Good
-2,,1.5,10.3,0.7,1.1,-2.8,Good
0.7,-1.7,1.7,1.7,0.1,2.6,-4.7,Good
1.2,-4.9,0.7,0.2,1.2,0.7,1.1,Fair
0,6.8,0.6,0.3,0.5,0.3,4.5,Fair
-0.4,3.9,2.6,0.3,1,1.8,-2.7,Very Good
-1.5,,1.4,0,2.2,0.1,-1.7,Fair
-0.2,-6,1.2,52.6,,0.4,-0.4,Very Good
-0.9,-13.7,0.5,0.3,0.1,0,4.5,Good
-0.9,-3.8,1.3,0.7,0.3,1.4,-19.1,Very Good
0,-0.9,0.6,0.4,0.4,0.4,0.9,Good
2.1,2.4,0.3,16.1,0.5,0.6,11.5,Good
1.4,-0.3,0.7,0.3,0.5,0.6,-5.2,Good
0,6,2.5,0.2,0.6,,-4.1,Very Good
-0.2,-11.8,2.7,0.5,0.1,,-7.1,Very Good
1.2,-1,0.6,1,0.8,0.4,3.3,Excellent
0.6,,0.3,0.1,0.6,0,-11.1,Fair
-0.2,1.1,0.5,4.3,0.3,0.2,13.7,Very Good
-0.6,-4.1,0.4,3.2,0.9,0.3,9.9,Fair
-0.5,4.3,0.3,6.3,1,0.4,3.8,Very Good
-0.6,6.8,0.8,0.1,0.6,0.1,10.9,Good
0.6,,1.9,1,0.7,3,20.4,Excellent
-0.4,-1,3.3,85.1,0.1,0,14.9,Good
,-0.3,1.5,1.3,0.7,0,10.2,Very Good
0.4,-7.5,0.4,4.5,1.9,0,-9.1,Very Good
0.8,-5.2,3.5,16.3,0.7,,1,Very Good
2.3,7.2,3.1,0.1,0.1,1.5,4.2,Fair
-1.2,,7,0.2,0.1,3.6,5.5,Good
0.1,9.6,0.4,155.9,2.8,1.6,7.2,Good
0.6,,1.6,2.3,1.3,0.8,13.4,Very Good
0.6,-0.8,15.6,0.1,0.9,0.6,-2.9,Very Good
1,3.3,0.5,22.6,,0.4,-2.9,Very Good
-1.4,0.2,0.2,0.1,1,0.4,13.8,Poor
0,-3.3,0.6,6.3,1.1,1.1,6.5,Good
-1.1,1.1,1.1,0.8,1,,21.1,Fair
-1.4,14.4,1.2,1.2,0,1.9,-18.1,Fair
0.4,4.3,1.3,1.5,0.5,0.2,3.1,Very Good
1.3,,1.4,0.1,1.8,0.4,0.9,Poor
-0.8,,1.5,7.1,0.2,0.4,-3.4,Good
0.1,-7.6,4.4,0.1,0.1,0.5,2.7,Very Good
1.4,-0.4,0.6,9.7,0.6,2.1,0.4,Fair
-0.6,-9.6,0.6,0.1,1.9,0,-2.7,Very Good
-1.5,2.5,1.2,0.2,,1,-9.5,Fair
0.1,7,1.8,0.3,1.8,0.1,6.2,Very Good
-1.1,,8.1,47.2,1,0.7,-8.1,Fair
-1,4.2,1.3,2,1.4,0.9,-1.8,Excellent
-0.7,3.9,2.6,0.3,1.3,0.9,3.9,Good
-0.7,-0.5,4.5,425.1,0.1,0.2,-2,Fair
0,0.3,1.9,1.1,0.9,0.8,-1.8,Very Good
-1.2,-2.3,0.1,0.1,0.5,0.1,15.9,Poor
0.6,,2.4,0.2,2.9,,0.8,Fair
-1,9.7,1.7,0.1,0.3,0.1,-4.1,Very Good
0,6.2,0.3,0.9,0,2.3,-2.7,Fair
-1.2,2.2,4.1,0.4,1.1,0.4,16.5,Fair
0.7,-8.3,0.3,0.4,,1.2,-2.1,Good
0.5,-7.1,0.7,2.2,2.2,0.3,-15.3,Poor
1.1,5.7,3.9,0.6,2.1,1.4,-5.9,Fair
1.7,4.6,1.6,35.5,1,2.7,-1.9,Good
-1.2,-3.9,2.6,0.4,1.8,0.2,-11.2,Poor
-0.3,-6.7,0.1,0.3,0.4,0.6,3.3,Poor
1.1,-6,2,4.1,0.4,0.9,3.4,Fair
-0.1,2.7,0.5,0.2,0,1.2,16.6,Very Good
-0.7,,2.8,5,1.5,0.4,-4.4,Very Good
-0.5,-6.4,0.3,3.2,2,1.4,6,Fair
0.5,-6.2,15.8,0.2,1.3,0.7,-13.1,Poor
1.8,2.7,0.7,0.3,2.1,2,-0.2,Fair
0.2,-3.7,1.6,2.8,0.2,0.3,-8.5,Excellent
1.4,2.2,0.7,21.5,0.1,0.1,6.3,Very Good
1.7,-3.5,0.9,2,1.1,4.2,-5.1,Good
-0.9,-3.9,14.3,1.2,0.2,0.4,-9.7,Fair
0.6,6,1.2,3.8,,0.1,-4.5,Very Good
-0.2,-8.9,1.6,30.7,0.4,0.1,-11.5,Excellent
0.4,-2.5,5.9,29.7,0.1,1.6,0,Excellent
-2.2,1.3,0.6,0.5,1.4,,4.2,Very Good
-3,-1.8,5.2,113.8,0.3,0.8,5.6,Excellent
0.9,-1.2,2.3,1.8,1.1,1.1,6.9,Poor
0.6,-8.7,1.4,1.7,0.5,1.8,7.8,Excellent
-0.5,3,0.6,13.8,0.4,0,-2,Good
-2.3,-3.6,2.4,0.3,0.2,0.7,-2.4,Good
-0.8,1.3,0.3,0.6,0,2.2,-0.6,Very Good
0.9,-2.6,6.3,1.4,3.7,0.3,7.4,Very Good
-0.3,0.6,1.6,0.3,0.7,,-2.7,Fair
-1.6,-1.9,1.2,0.4,0.6,0.9,8.6,Very Good
-0.2,-2.3,0.1,5.3,0.6,0.1,21.6,Poor
-0.6,-2.2,0.8,0,0.6,0,0,Fair
0.5,-3.6,0.4,6,0.8,2.3,1,Excellent
1.2,-5.6,3.1,0.4,0.9,0.3,-8.6,Very Good
0.2,,1,4.4,0.2,0.2,-6.8,Good
0,-4.4,1,1.2,0.2,2.8,-12.4,Poor
-0.8,-5.7,1.6,11.3,1.9,1.6,-2.8,Good
-0.6,2.8,1.2,6.6,0.9,,-5.9,Fair
-0.1,-2,12.9,0.8,0.4,1,-3.6,Very Good
-2.1,0.2,1.5,19.9,0.9,0.2,13.4,Good
0.3,1.7,0.6,0,1.5,1.3,13.4,Excellent
2.1,,1.2,2.9,0,,-21.4,Fair
2,3.6,0.3,40.6,0.9,,-7.3,Very Good
-1.6,-7.4,0.3,0.8,0,,-7.2,Very Good
0.5,-0.7,2.7,3,0.8,1.4,14.6,Good
0.6,-3.7,0.5,51.4,1,0.4,-4.5,Fair
1.2,2,1.9,0.1,0.5,,-6.6,Fair
0.6,0.2,0.8,0.8,0.3,0.6,15.2,Good
0.9,-1.6,0.9,1.3,0,2.2,-3.6,Very Good
-1.4,2.5,0.6,0.6,1.2,0.6,1.7,Fair
1,-4.5,4.9,1.6,0.5,1.1,-5.8,Poor
0.6,,0.6,66.8,,0.9,-11.6,Poor
-1,-3.1,3.3,0.2,1.7,0.2,9.4,Very Good
-1.1,-7.1,1.2,0.8,3.1,0.8,12.7,Fair
0.4,0.2,0.8,6.1,,0,-12.5,Fair
-0.8,-11.2,0.4,0.2,0.5,,-17.4,Very Good
0,-3.2,3.8,2.1,0.7,0.5,12.9,Very Good
0.1,,0.1,0.2,1.3,0.7,-21.1,Good
-0.3,6.1,0.6,0.6,0.1,,11.9,Very Good
0,-0.3,0.4,0.3,1.6,0.5,-10.8,Excellent
-0.3,-3.9,0.9,35.4,0.6,0.1,21,Poor
-0.2,-4.8,2.3,0,0.8,0.2,1.7,Good
0.1,1.2,9.4,1.1,2.8,0.4,-9.5,Very Good
-0.5,5.3,1.3,1,2.1,,-5.9,Excellent
0.7,,0.8,0.7,0.3,1.7,-0.8,Excellent
2.2,1.6,0.2,0.7,1.9,0.2,-7.4,Excellent
,-6.6,3.6,1.8,2,0.4,6.1,Very Good
-0.8,5.4,1.3,1.1,0,0.4,2.5,Good
-0.6,3.7,1.7,2.1,0.1,1.3,5.1,Fair
-0.1,7,0.9,0.4,,0.1,6.4,Very Good
-0.3,7.8,0.2,0.1,0.5,3.6,-2.5,Fair
0,3.5,0.7,22.3,0.4,0.1,12.8,Very Good
-1,-2,3.6,8.2,0.1,0.7,9.4,Good
-0.3,1.4,0.8,0.7,0.1,0.1,-16,Very Good
0.6,,0.5,1.3,,0.6,-0.7,Excellent
-0.1,-5,2.8,0.1,0,0.9,14.1,Good
-2.2,2.3,5.7,2.5,0.4,0,-3.1,Very Good
0.1,5.6,0.8,2.9,1.1,2.7,10.4,Very Good
-1.1,-0.6,0.2,0,,,-3.6,Fair
-1.8,6.9,3.9,18,0.5,,-17.1,Very Good
0.8,4.2,2.8,2.6,0.2,0.2,25.6,Poor
0.5,-4.8,1.1,60,1.8,0.9,-1.5,Very Good
-1.3,6.5,0.7,10.1,0.9,0.2,-24.8,Excellent
0,-2.9,0.7,0,0.2,0.7,-11.6,Very Good
1.3,4.3,0.9,2.8,0.3,2.2,-2.5,Very Good
-1.6,-2.1,0.7,2.2,1,1.2,-5.5,Fair
-1.6,-1.6,2.4,0.1,2.3,0.1,-10.6,Fair
0,2,1.7,0.8,0.1,2,12.1,Poor
1,3.5,2.5,96.5,0.9,1.1,1.2,Excellent
1.3,-0.1,1.6,1.4,0.6,2.1,2.9,Very Good
0.6,-0.5,0.6,0.4,0.1,0.1,-5.7,Excellent
-1.3,2,0.5,1,1,0.5,-19.4,Good
2,-5.9,0.9,1.9,2.6,2.4,-11,Fair
-1.4,6.4,2.2,1.6,0.2,4.1,0.3,Fair
0.9,-2.6,2,0,2.5,0.5,-0.1,Fair
-0.3,8.1,0.3,0.1,1.4,0,-8.2,Poor
0.7,5.5,0.4,4.2,3.2,0.9,12,Excellent
-0.4,-0.1,10,0.1,0.1,0.7,-11.6,Fair
-1.1,4.7,0.8,3,0.3,0.5,15.1,Good
-1.7,16.8,4.5,4,0.6,2.1,-10.9,Very Good
-0.1,2.3,2.2,0.7,0,0.9,2.7,Good
-1.6,3.4,4.5,0.6,0.9,0,4,Good
,-2,0,1.4,0.1,2,-9.9,Fair
0.2,1.8,9.4,0.1,1,2.8,-13.7,Excellent
0,,2.3,0.9,0.9,1.1,-7,Fair
-0.4,-0.3,0.4,0.3,1.2,2.1,9.5,Excellent
-0.6,-3.5,0.7,0.3,0.4,0.1,-10.2,Fair
-1.8,-1.8,0.5,5.3,0.1,0.8,-13.9,Good
-0.8,5.2,0.3,4.5,0.5,0,-14.7,Fair
0.4,-5.6,0.8,5.1,,0.8,7.4,Good
0.2,-0.9,0.6,3.5,0.5,0.4,10.2,Very Good
-0.7,2.5,0.1,0.7,1,2.1,-13.3,Excellent
0.6,-0.1,0.2,0.7,0.9,1.3,3.7,Excellent
0.5,-4.9,0.1,0.3,0.6,0.5,15.5,Poor
-0.5,,1.2,0.4,,1.4,-18.9,Very Good
-0.3,9.4,0.3,0,0.2,2.7,2.1,Very Good
-0.1,-4.3,4.9,2.7,2.5,0.4,11.6,Excellent
-0.1,3.4,9.7,8.9,1.1,0.4,0.1,Fair
1.1,-5.3,3.4,15.1,0.1,0.5,-4.2,Good
1,-6.6,0.6,0.1,0.6,0.4,-10.1,Excellent
0.4,3.4,0.3,0.6,3.7,1.5,0.7,Good
0.1,-6.1,1,5,2.2,1.3,-3.8,Excellent
,6.3,1.9,4.1,1,1.8,-0.5,Poor
1.4,4.1,0.9,1.4,0.1,0.1,0.1,Excellent
0.2,5.9,1.7,2,1.9,,0.6,Good
-1.9,-8.7,0.4,1.6,0.2,0.7,0.1,Good
-1.1,-9.6,0.1,1.7,1.5,2.4,5.6,Very Good
0,5.4,1.1,1.1,1.3,,-13.8,Fair
0,,0.2,0.3,0.1,0.2,-3.5,Poor
0.6,2.2,0.8,1.5,0.9,2.5,1.5,Fair
0.7,-3,1.1,2.3,0.1,0.9,0.2,Poor
0.3,-6.7,1.8,1.2,0.2,0.3,5.2,Poor
-1.8,6.9,0.1,3.6,1.1,1.3,32.3,Poor
0.6,-2.3,2.1,6.9,0,3.7,16.1,Poor
0.6,1.1,2.1,3,0.6,0.1,8.4,Good
-0.6,-4.8,3.4,0.1,0,1.8,11.3,Excellent
0,,1.1,0.4,0.5,0.7,-8.2,Good
0.9,-1.5,0.3,0.7,1.7,0.1,0.5,Excellent
-0.9,,1.3,2.3,0.4,1.4,-5.8,Fair
-0.7,1.6,5.5,5.5,2.1,5.1,-4.7,Excellent
-0.1,5.3,3.5,0.2,0.2,0.7,-1.3,Fair
1.4,-3.8,0.8,0,1,3.4,-13.6,Poor
-0.3,,0.1,0.7,3.7,0.3,14.4,Good
-0.2,,0.3,0.2,1,1.7,8.5,Very Good
-1.3,-3,1.3,117.3,1.6,1,0,Very Good
1,0.7,0.7,6.6,0.1,1.1,-17,Excellent
-1.4,-9.1,1.4,0.4,,0,-23.4,Excellent
1.5,5.4,0.4,16,0.5,0.7,-9,Excellent
-0.9,-0.9,0.8,15.2,3.3,1.1,5,Good
1.1,-0.4,2.3,1,0.2,0.7,1.3,Poor
0.7,0.3,3.4,10.9,0.3,2.1,-8.1,Very Good
0.2,-8,1,0,0.4,0.1,-6.9,Fair
1.2,-6.6,0.9,1.4,0.8,0.3,-2.3,Fair
-0.3,-6.3,1.4,1.1,2.2,,5.3,Very Good
1.7,11.7,3.5,1.2,0.1,,-13.8,Excellent
0.3,5.1,0.6,0.5,1,0.2,-8.1,Poor
-1.7,1.1,1,6,0.2,1.7,2.6,Excellent
,-4.5,6.6,0.3,3.4,0.5,-11.8,Very Good
1.4,-3.7,7.8,0.1,1.9,1,0.9,Fair
-0.4,6.7,5.7,2.2,0,0.4,17.9,Excellent
-0.6,,0.5,3.1,0.7,,3,Poor
-0.1,-2.3,27.8,10.1,1,0.7,-14.3,Good
1.5,-2.7,1.2,8.1,0.5,1.8,-1.4,Very Good
0.1,-2.5,0.4,2.1,1,3.6,-6.1,Very Good
-1.1,5.9,5.1,2.4,1,,-2.6,Good
0.3,-3.1,1.7,0,,,-4.3,Fair
0.7,,3.2,0.6,0.3,0.3,-5.6,Very Good
-2.6,13.8,1.4,0.1,0.1,0.4,-21.8,Very Good
-0.4,1.8,1,5.7,3.7,0.4,-1.3,Excellent
0.4,-12.4,0.7,0.7,0.4,0,-7.5,Fair
0.1,-2.8,1.1,0.4,5.9,3.4,7.8,Excellent
-0.6,-0.9,1.9,1.6,0,1,-2.1,Fair
0.7,,0.5,13.7,4.3,1.4,2.6,Excellent
-0.3,2.8,0.2,8.7,0.7,1.8,5.9,Fair
-1.6,-7.2,0.5,1.9,,1,14.3,Excellent
0.9,0.3,1.4,0.8,0.5,,-2.5,Good
-0.7,,3.3,0.1,0.1,2.3,-0.3,Excellent
-1.6,6.8,4.3,7.4,0.7,0.1,8.1,Good
2.7,8.4,5.2,1.7,1.2,1.1,-3.4,Very Good
-0.7,-6.8,0.4,34.1,0.2,4.8,-10.6,Fair
0.7,4.6,0.7,0.4,0.6,2.5,-11.3,Excellent
-1.2,7.9,2.1,0.3,0.1,0.6,-10.2,Fair
-1.5,-4.4,0.5,12.4,0.1,0.9,13.9,Fair
0.2,-3.3,0.3,2.7,0.4,0.9,-2.6,Excellent
1.2,-2.1,2.4,0,0.6,0.7,5.8,Excellent
-0.6,-3.8,2.7,1.4,0.1,,-1.8,Good
-0.6,2.2,1,0.6,0.6,1.1,5.2,Fair
0.2,4.6,10.4,0.4,0.8,1.4,15.5,Very Good
1.4,6,8,7.7,0.6,0.6,13.5,Very Good
-1.9,-5.3,0.4,7.7,1,0.4,2.2,Fair
-0.9,1.1,0.4,13.3,1,0.1,13.2,Good
-0.7,6.4,0.1,1.8,0.8,0.2,0.3,Very Good
,-6.3,1.5,0.5,2.6,,-6.4,Fair
1.8,5.3,4.5,37.9,0,0.1,-1.1,Fair
1.2,-5.9,1.1,0.6,2.5,0.1,-11.6,Excellent
-1,2.2,0.4,3.7,0.5,0.5,-11,Excellent
1,,0.2,0.9,1.7,1,8.7,Poor
0.6,-0.1,0.7,0.6,0.2,1.6,11.7,Good
-0.9,,2.1,14.8,0.4,0.4,-23,Fair
-0.6,3.9,0.2,4.1,0.5,2.3,3.3,Very Good
-2.1,-5.6,0.2,0.1,0.5,1.7,5.6,Excellent
-1.1,4.9,0.8,2.4,0.2,2.9,9.7,Very Good
-0.7,5.9,0.2,2.8,0.7,0.1,1.1,Poor
0.3,-1.3,1.7,0.4,0.5,3,-0.4,Excellent
-0.5,1.5,1.1,0.8,0.3,0.4,-6.8,Fair
-0.7,2,7.5,7.2,0.1,0.5,8.2,Very Good
1,9.8,3.8,0.1,2.7,0.8,19.1,Very Good
0.8,-6.8,0.4,7.4,0.9,1.2,-8.7,Fair
2.6,1.6,2.7,0,3,1.9,0.2,Poor
-0.4,13.2,3.8,11.6,0,0.4,-5.4,Fair
-0.3,-10.6,2.4,0.5,0.9,2.1,6.8,Excellent
-1.6,,0.8,4.2,0.9,5.4,17.1,Fair
0.6,-2.8,1.5,1.9,0.3,0.1,-12.1,Good
-0.6,-4.4,0.2,1.7,2.1,0.3,27.4,Poor
1.5,-9,0.3,2.5,0.6,1.8,11,Poor
0.7,6.5,0.8,1,0.1,0.3,-6.6,Good
0.9,-0.4,2.1,1.4,0,1.5,-25.8,Very Good
-0.4,-2.6,0.1,4.7,1.1,0.8,-3.1,Good
1.2,0,0.2,0.9,0.5,0.1,-31.2,Good
0.8,-2.8,2.4,0.8,0.7,1.1,0.9,Excellent
-1.1,5.2,3.5,6.6,2.8,0,-5.2,Excellent
-0.1,-6.4,0.6,2.4,4.9,0.9,0.3,Very Good
-0.3,0.1,0.5,7.7,1.6,0.7,1.4,Very Good
-0.3,-1.6,0.7,0.1,0,0.9,10.3,Excellent
-0.1,-2.3,0.1,0.1,0.3,0.5,-14.9,Fair
-0.8,5.1,1.6,2.9,0.9,1.5,3.1,Fair
,-1.4,1.1,3.2,0.5,,6.1,Excellent
0.3,-1,1,0.1,1.2,2,0.2,Excellent
-3.5,-0.2,0.9,0,1.5,0.6,-1.8,Fair
-1.8,-6.6,0.1,0.5,1.4,1.8,-6.3,Fair
0.6,-0.4,3.7,0.3,0.7,4.3,13.5,Good
0.1,-1.6,0.8,0.4,2.7,0.1,-7.3,Good
-0.1,-3.5,0.2,7.1,0.4,0.5,-19,Good
1.1,5.7,0.8,0.2,1.1,2.6,-8.5,Fair
0.3,-3.7,1.7,0,0.7,0.7,-17.8,Excellent
-0.9,-2.4,0.6,5.9,2.5,1,4.8,Very Good
1.7,,2.1,0.2,1,0.3,-1.9,Fair
-0.3,5.5,0.2,2.3,0.8,,-1.3,Excellent
0.1,-2.4,1.8,1.7,0.9,2.1,-19.8,Good
0.1,-0.5,1.3,2.3,0.9,1.2,-7.1,Very Good
-0.7,1.6,0.3,1.4,0.1,2.3,-30,Fair
0.5,-2.6,1.7,48.8,2.3,2.2,3.4,Very Good
0.5,-6,0.5,31,1.6,0.5,-1.9,Good
0.5,-9.7,1.5,0.5,1,0.1,-13.9,Fair
0.4,-9,3.5,0.3,0.2,0,10.2,Good
-1,-0.3,1,3.3,,0.9,7.2,Very Good
0.5,-7.6,0.3,0,0.1,0.7,-4.2,Fair
-0.6,-0.7,0.8,4.4,1.4,2,7.7,Very Good
-0.6,4,0.2,93.9,,1.1,4.2,Good
-1.5,,3.3,4.3,,0.6,-9.7,Very Good
-0.8,-2.1,3.5,6.5,0.1,0.2,1,Excellent
1.3,8.7,0.5,1,1,0.5,-7.4,Good
-0.3,7.6,2.2,0.2,2,0.2,2.9,Very Good
-2.3,0.7,0.8,2.3,1.1,0.4,8.9,Excellent
-1.1,-6.6,0.6,0.4,1.6,1.1,-2.3,Good
-1.3,-1.1,0.3,0,0.7,1.1,-0.9,Fair
-1.8,-2,0.9,0.4,0.2,0.9,-14.4,Fair
0.5,2.1,1.1,33.2,0.6,0.8,5.8,Very Good
0.3,-8.4,0.3,4.8,0.1,0.4,-19.5,Fair
-0.8,0.1,1.7,10.3,1.5,4.4,-15,Very Good
,4.9,2.1,2.8,1.4,0.1,-24.9,Excellent
-0.6,11.5,0.5,0.4,1.6,0.4,-1.7,Very Good
-0.1,6.6,1.7,0,0,1.1,-9,Good
-0.3,-1.7,0.2,0.3,1.7,1.5,11.3,Good
